Put Option Report - Option Scanner Revenue Data Crunch
Timestamp: 2025-10-25T15:43:41.601360900
Total Options: 138

These are tier 1 options:
Underlying: TSM | Expiration: 31-Oct-25 | Strike: 290.00 | Previous Close: 3.75 | Adjusted PE: 0.64 | Yield: 0.26%
Underlying: META | Expiration: 07-Nov-25 | Strike: 730.00 | Previous Close: 24.50 | Adjusted PE: 13.30 | Yield: 0.34%
Underlying: META | Expiration: 14-Nov-25 | Strike: 730.00 | Previous Close: 26.43 | Adjusted PE: 13.30 | Yield: 0.24%
Underlying: META | Expiration: 31-Oct-25 | Strike: 732.50 | Previous Close: 23.07 | Adjusted PE: 13.34 | Yield: 0.63%
Underlying: META | Expiration: 07-Nov-25 | Strike: 732.50 | Previous Close: 25.50 | Adjusted PE: 13.34 | Yield: 0.35%
Underlying: NEM | Expiration: 31-Oct-25 | Strike: 81.00 | Previous Close: 1.11 | Adjusted PE: 13.39 | Yield: 0.27%
Underlying: NEM | Expiration: 07-Nov-25 | Strike: 81.00 | Previous Close: 1.94 | Adjusted PE: 13.39 | Yield: 0.24%
Underlying: META | Expiration: 31-Oct-25 | Strike: 735.00 | Previous Close: 23.92 | Adjusted PE: 13.39 | Yield: 0.65%
Underlying: META | Expiration: 07-Nov-25 | Strike: 735.00 | Previous Close: 27.10 | Adjusted PE: 13.39 | Yield: 0.37%
Underlying: META | Expiration: 14-Nov-25 | Strike: 735.00 | Previous Close: 29.00 | Adjusted PE: 13.39 | Yield: 0.26%
Underlying: META | Expiration: 31-Oct-25 | Strike: 737.50 | Previous Close: 25.27 | Adjusted PE: 13.44 | Yield: 0.69%
Underlying: META | Expiration: 07-Nov-25 | Strike: 737.50 | Previous Close: 27.45 | Adjusted PE: 13.44 | Yield: 0.37%
Underlying: NEM | Expiration: 31-Oct-25 | Strike: 82.00 | Previous Close: 1.53 | Adjusted PE: 13.55 | Yield: 0.37%
Underlying: NEM | Expiration: 07-Nov-25 | Strike: 82.00 | Previous Close: 2.34 | Adjusted PE: 13.55 | Yield: 0.28%
Underlying: NEM | Expiration: 14-Nov-25 | Strike: 82.00 | Previous Close: 2.85 | Adjusted PE: 13.55 | Yield: 0.23%
Underlying: NEM | Expiration: 31-Oct-25 | Strike: 83.00 | Previous Close: 1.90 | Adjusted PE: 13.72 | Yield: 0.46%
Underlying: NEM | Expiration: 07-Nov-25 | Strike: 83.00 | Previous Close: 2.70 | Adjusted PE: 13.72 | Yield: 0.32%
Underlying: NEM | Expiration: 14-Nov-25 | Strike: 83.00 | Previous Close: 3.30 | Adjusted PE: 13.72 | Yield: 0.26%
Underlying: NEM | Expiration: 21-Nov-25 | Strike: 83.00 | Previous Close: 3.86 | Adjusted PE: 13.72 | Yield: 0.23%
Underlying: CPRX | Expiration: 21-Nov-25 | Strike: 20.00 | Previous Close: 1.03 | Adjusted PE: 14.11 | Yield: 0.26%
Underlying: ISSC | Expiration: 21-Nov-25 | Strike: 10.00 | Previous Close: 0.60 | Adjusted PE: 14.82 | Yield: 0.30%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 245.00 | Previous Close: 3.05 | Adjusted PE: 15.10 | Yield: 0.25%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 247.50 | Previous Close: 3.72 | Adjusted PE: 15.25 | Yield: 0.30%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 247.50 | Previous Close: 3.46 | Adjusted PE: 15.25 | Yield: 0.28%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 250.00 | Previous Close: 4.48 | Adjusted PE: 15.41 | Yield: 0.36%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 250.00 | Previous Close: 4.22 | Adjusted PE: 15.41 | Yield: 0.34%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 252.50 | Previous Close: 5.43 | Adjusted PE: 15.56 | Yield: 0.43%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 252.50 | Previous Close: 5.05 | Adjusted PE: 15.56 | Yield: 0.40%
Underlying: GOOGL | Expiration: 07-Nov-25 | Strike: 252.50 | Previous Close: 6.17 | Adjusted PE: 15.56 | Yield: 0.24%
Underlying: GOOG | Expiration: 07-Nov-25 | Strike: 252.50 | Previous Close: 5.87 | Adjusted PE: 15.56 | Yield: 0.23%
Underlying: SNPS | Expiration: 31-Oct-25 | Strike: 450.00 | Previous Close: 5.82 | Adjusted PE: 15.70 | Yield: 0.26%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 255.00 | Previous Close: 6.35 | Adjusted PE: 15.71 | Yield: 0.50%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 255.00 | Previous Close: 6.05 | Adjusted PE: 15.71 | Yield: 0.47%
Underlying: GOOGL | Expiration: 07-Nov-25 | Strike: 255.00 | Previous Close: 7.26 | Adjusted PE: 15.71 | Yield: 0.28%
Underlying: GOOG | Expiration: 07-Nov-25 | Strike: 255.00 | Previous Close: 6.97 | Adjusted PE: 15.71 | Yield: 0.27%
Underlying: SNPS | Expiration: 31-Oct-25 | Strike: 452.50 | Previous Close: 6.20 | Adjusted PE: 15.79 | Yield: 0.27%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 257.50 | Previous Close: 7.48 | Adjusted PE: 15.87 | Yield: 0.58%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 257.50 | Previous Close: 7.15 | Adjusted PE: 15.87 | Yield: 0.56%
Underlying: GOOGL | Expiration: 07-Nov-25 | Strike: 257.50 | Previous Close: 8.40 | Adjusted PE: 15.87 | Yield: 0.33%
Underlying: GOOG | Expiration: 07-Nov-25 | Strike: 257.50 | Previous Close: 8.00 | Adjusted PE: 15.87 | Yield: 0.31%
Underlying: SNPS | Expiration: 31-Oct-25 | Strike: 455.00 | Previous Close: 6.83 | Adjusted PE: 15.88 | Yield: 0.30%
Underlying: SNPS | Expiration: 31-Oct-25 | Strike: 457.50 | Previous Close: 7.05 | Adjusted PE: 15.96 | Yield: 0.31%
Underlying: AMAT | Expiration: 31-Oct-25 | Strike: 222.50 | Previous Close: 2.78 | Adjusted PE: 16.00 | Yield: 0.25%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 260.00 | Previous Close: 8.45 | Adjusted PE: 16.02 | Yield: 0.65%
Underlying: GOOG | Expiration: 07-Nov-25 | Strike: 260.00 | Previous Close: 9.28 | Adjusted PE: 16.02 | Yield: 0.36%
Underlying: GOOG | Expiration: 14-Nov-25 | Strike: 260.00 | Previous Close: 10.11 | Adjusted PE: 16.02 | Yield: 0.26%
Underlying: SNPS | Expiration: 31-Oct-25 | Strike: 460.00 | Previous Close: 8.95 | Adjusted PE: 16.05 | Yield: 0.39%
Underlying: AMAT | Expiration: 31-Oct-25 | Strike: 225.00 | Previous Close: 3.25 | Adjusted PE: 16.18 | Yield: 0.29%
Underlying: AMAT | Expiration: 14-Nov-25 | Strike: 225.00 | Previous Close: 8.40 | Adjusted PE: 16.18 | Yield: 0.25%
Underlying: AMAT | Expiration: 07-Nov-25 | Strike: 225.00 | Previous Close: 5.45 | Adjusted PE: 16.18 | Yield: 0.24%
Underlying: AMAT | Expiration: 31-Oct-25 | Strike: 227.50 | Previous Close: 4.28 | Adjusted PE: 16.36 | Yield: 0.38%
Underlying: AMAT | Expiration: 07-Nov-25 | Strike: 227.50 | Previous Close: 5.90 | Adjusted PE: 16.36 | Yield: 0.26%
Underlying: AMAT | Expiration: 21-Nov-25 | Strike: 227.50 | Previous Close: 10.90 | Adjusted PE: 16.36 | Yield: 0.24%
Underlying: LRN | Expiration: 21-Nov-25 | Strike: 145.00 | Previous Close: 6.90 | Adjusted PE: 18.43 | Yield: 0.24%
Underlying: MSFT | Expiration: 31-Oct-25 | Strike: 507.50 | Previous Close: 6.00 | Adjusted PE: 19.05 | Yield: 0.24%
Underlying: LRN | Expiration: 21-Nov-25 | Strike: 150.00 | Previous Close: 9.10 | Adjusted PE: 19.07 | Yield: 0.30%
Underlying: MSFT | Expiration: 31-Oct-25 | Strike: 510.00 | Previous Close: 6.79 | Adjusted PE: 19.14 | Yield: 0.27%
Underlying: MSFT | Expiration: 31-Oct-25 | Strike: 512.50 | Previous Close: 7.65 | Adjusted PE: 19.24 | Yield: 0.30%
Underlying: MSFT | Expiration: 31-Oct-25 | Strike: 515.00 | Previous Close: 8.67 | Adjusted PE: 19.33 | Yield: 0.34%
Underlying: MSFT | Expiration: 31-Oct-25 | Strike: 517.50 | Previous Close: 9.52 | Adjusted PE: 19.43 | Yield: 0.37%
Underlying: MSFT | Expiration: 31-Oct-25 | Strike: 520.00 | Previous Close: 10.95 | Adjusted PE: 19.52 | Yield: 0.42%
Underlying: MSFT | Expiration: 07-Nov-25 | Strike: 520.00 | Previous Close: 12.08 | Adjusted PE: 19.52 | Yield: 0.23%
Underlying: MSFT | Expiration: 31-Oct-25 | Strike: 522.50 | Previous Close: 12.15 | Adjusted PE: 19.61 | Yield: 0.47%
Underlying: MSFT | Expiration: 07-Nov-25 | Strike: 522.50 | Previous Close: 13.09 | Adjusted PE: 19.61 | Yield: 0.25%
Underlying: MPWR | Expiration: 21-Nov-25 | Strike: 1060.00 | Previous Close: 53.86 | Adjusted PE: 22.93 | Yield: 0.25%
