Put Option Report - Option Scanner Revenue Data Crunch
Timestamp: 2025-10-21T11:43:01.683583800
Total Options: 170

These are tier 1 options:
Underlying: TSM | Expiration: 24-Oct-25 | Strike: 292.50 | Previous Close: 3.05 | Adjusted PE: 0.65 | Yield: 0.26%
Underlying: SNPS | Expiration: 31-Oct-25 | Strike: 440.00 | Previous Close: 9.30 | Adjusted PE: 15.35 | Yield: 0.24%
Underlying: NEM | Expiration: 24-Oct-25 | Strike: 93.00 | Previous Close: 2.40 | Adjusted PE: 15.37 | Yield: 0.64%
Underlying: NEM | Expiration: 31-Oct-25 | Strike: 93.00 | Previous Close: 3.43 | Adjusted PE: 15.37 | Yield: 0.41%
Underlying: NEM | Expiration: 14-Nov-25 | Strike: 93.00 | Previous Close: 4.59 | Adjusted PE: 15.37 | Yield: 0.26%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 250.00 | Previous Close: 6.65 | Adjusted PE: 15.41 | Yield: 0.30%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 250.00 | Previous Close: 6.35 | Adjusted PE: 15.41 | Yield: 0.28%
Underlying: SNPS | Expiration: 24-Oct-25 | Strike: 445.00 | Previous Close: 5.80 | Adjusted PE: 15.53 | Yield: 0.33%
Underlying: SNPS | Expiration: 31-Oct-25 | Strike: 445.00 | Previous Close: 10.00 | Adjusted PE: 15.53 | Yield: 0.25%
Underlying: NEM | Expiration: 24-Oct-25 | Strike: 94.00 | Previous Close: 2.83 | Adjusted PE: 15.53 | Yield: 0.75%
Underlying: NEM | Expiration: 31-Oct-25 | Strike: 94.00 | Previous Close: 3.68 | Adjusted PE: 15.53 | Yield: 0.43%
Underlying: NEM | Expiration: 07-Nov-25 | Strike: 94.00 | Previous Close: 4.35 | Adjusted PE: 15.53 | Yield: 0.33%
Underlying: NEM | Expiration: 21-Nov-25 | Strike: 94.00 | Previous Close: 5.43 | Adjusted PE: 15.53 | Yield: 0.24%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 252.50 | Previous Close: 7.70 | Adjusted PE: 15.56 | Yield: 0.34%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 252.50 | Previous Close: 7.25 | Adjusted PE: 15.56 | Yield: 0.32%
Underlying: GOOGL | Expiration: 07-Nov-25 | Strike: 252.50 | Previous Close: 8.73 | Adjusted PE: 15.56 | Yield: 0.25%
Underlying: GOOG | Expiration: 07-Nov-25 | Strike: 252.50 | Previous Close: 8.32 | Adjusted PE: 15.56 | Yield: 0.24%
Underlying: SNPS | Expiration: 24-Oct-25 | Strike: 447.50 | Previous Close: 7.30 | Adjusted PE: 15.62 | Yield: 0.41%
Underlying: GOOGL | Expiration: 31-Oct-25 | Strike: 255.00 | Previous Close: 8.80 | Adjusted PE: 15.71 | Yield: 0.38%
Underlying: GOOG | Expiration: 31-Oct-25 | Strike: 255.00 | Previous Close: 8.50 | Adjusted PE: 15.71 | Yield: 0.37%
Underlying: GOOGL | Expiration: 07-Nov-25 | Strike: 255.00 | Previous Close: 9.94 | Adjusted PE: 15.71 | Yield: 0.28%
Underlying: GOOGL | Expiration: 24-Oct-25 | Strike: 255.00 | Previous Close: 2.82 | Adjusted PE: 15.71 | Yield: 0.28%
Underlying: GOOG | Expiration: 07-Nov-25 | Strike: 255.00 | Previous Close: 9.45 | Adjusted PE: 15.71 | Yield: 0.26%
Underlying: GOOG | Expiration: 24-Oct-25 | Strike: 255.00 | Previous Close: 2.58 | Adjusted PE: 15.71 | Yield: 0.25%
Underlying: AMAT | Expiration: 24-Oct-25 | Strike: 222.50 | Previous Close: 2.35 | Adjusted PE: 16.00 | Yield: 0.26%
Underlying: AMAT | Expiration: 31-Oct-25 | Strike: 222.50 | Previous Close: 4.95 | Adjusted PE: 16.00 | Yield: 0.25%
Underlying: AMAT | Expiration: 24-Oct-25 | Strike: 225.00 | Previous Close: 3.25 | Adjusted PE: 16.18 | Yield: 0.36%
Underlying: AMAT | Expiration: 31-Oct-25 | Strike: 225.00 | Previous Close: 5.75 | Adjusted PE: 16.18 | Yield: 0.28%
Underlying: AMAT | Expiration: 24-Oct-25 | Strike: 227.50 | Previous Close: 4.24 | Adjusted PE: 16.36 | Yield: 0.47%
Underlying: AMAT | Expiration: 31-Oct-25 | Strike: 227.50 | Previous Close: 6.53 | Adjusted PE: 16.36 | Yield: 0.32%
Underlying: AMAT | Expiration: 07-Nov-25 | Strike: 227.50 | Previous Close: 8.15 | Adjusted PE: 16.36 | Yield: 0.26%
Underlying: AMAT | Expiration: 21-Nov-25 | Strike: 227.50 | Previous Close: 12.59 | Adjusted PE: 16.36 | Yield: 0.23%
Underlying: LRN | Expiration: 21-Nov-25 | Strike: 145.00 | Previous Close: 10.05 | Adjusted PE: 18.43 | Yield: 0.29%
Underlying: CDNS | Expiration: 31-Oct-25 | Strike: 310.00 | Previous Close: 7.35 | Adjusted PE: 30.90 | Yield: 0.26%
Underlying: CDNS | Expiration: 31-Oct-25 | Strike: 315.00 | Previous Close: 7.95 | Adjusted PE: 31.40 | Yield: 0.28%
Underlying: CDNS | Expiration: 31-Oct-25 | Strike: 320.00 | Previous Close: 9.50 | Adjusted PE: 31.90 | Yield: 0.33%
Underlying: CDNS | Expiration: 31-Oct-25 | Strike: 325.00 | Previous Close: 12.20 | Adjusted PE: 32.40 | Yield: 0.42%
Underlying: CDNS | Expiration: 07-Nov-25 | Strike: 325.00 | Previous Close: 13.30 | Adjusted PE: 32.40 | Yield: 0.29%
Underlying: CDNS | Expiration: 24-Oct-25 | Strike: 325.00 | Previous Close: 3.50 | Adjusted PE: 32.40 | Yield: 0.27%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 420.00 | Previous Close: 4.00 | Adjusted PE: 33.20 | Yield: 0.24%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 425.00 | Previous Close: 4.85 | Adjusted PE: 33.60 | Yield: 0.29%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 430.00 | Previous Close: 6.07 | Adjusted PE: 33.99 | Yield: 0.35%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 432.50 | Previous Close: 6.81 | Adjusted PE: 34.19 | Yield: 0.39%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 435.00 | Previous Close: 7.24 | Adjusted PE: 34.39 | Yield: 0.42%
Underlying: ISRG | Expiration: 31-Oct-25 | Strike: 435.00 | Previous Close: 9.70 | Adjusted PE: 34.39 | Yield: 0.25%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 437.50 | Previous Close: 8.76 | Adjusted PE: 34.59 | Yield: 0.50%
Underlying: ISRG | Expiration: 31-Oct-25 | Strike: 437.50 | Previous Close: 10.66 | Adjusted PE: 34.59 | Yield: 0.27%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 440.00 | Previous Close: 8.74 | Adjusted PE: 34.78 | Yield: 0.50%
Underlying: ISRG | Expiration: 31-Oct-25 | Strike: 440.00 | Previous Close: 11.30 | Adjusted PE: 34.78 | Yield: 0.29%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 442.50 | Previous Close: 10.00 | Adjusted PE: 34.98 | Yield: 0.56%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 445.00 | Previous Close: 11.10 | Adjusted PE: 35.18 | Yield: 0.62%
Underlying: ISRG | Expiration: 31-Oct-25 | Strike: 445.00 | Previous Close: 12.99 | Adjusted PE: 35.18 | Yield: 0.32%
Underlying: ISRG | Expiration: 07-Nov-25 | Strike: 445.00 | Previous Close: 14.40 | Adjusted PE: 35.18 | Yield: 0.23%
Underlying: ISRG | Expiration: 24-Oct-25 | Strike: 447.50 | Previous Close: 12.30 | Adjusted PE: 35.38 | Yield: 0.69%
Underlying: ISRG | Expiration: 31-Oct-25 | Strike: 447.50 | Previous Close: 13.60 | Adjusted PE: 35.38 | Yield: 0.34%
Underlying: CRS | Expiration: 21-Nov-25 | Strike: 240.00 | Previous Close: 14.00 | Adjusted PE: 39.11 | Yield: 0.24%
Underlying: NVDA | Expiration: 24-Oct-25 | Strike: 180.00 | Previous Close: 2.11 | Adjusted PE: 50.15 | Yield: 0.29%
Underlying: NVDA | Expiration: 31-Oct-25 | Strike: 180.00 | Previous Close: 4.35 | Adjusted PE: 50.15 | Yield: 0.27%
Underlying: NVDA | Expiration: 24-Oct-25 | Strike: 182.50 | Previous Close: 3.07 | Adjusted PE: 50.84 | Yield: 0.42%
Underlying: NVDA | Expiration: 31-Oct-25 | Strike: 182.50 | Previous Close: 5.32 | Adjusted PE: 50.84 | Yield: 0.32%
Underlying: NVDA | Expiration: 07-Nov-25 | Strike: 182.50 | Previous Close: 6.64 | Adjusted PE: 50.84 | Yield: 0.26%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 410.00 | Previous Close: 3.80 | Adjusted PE: 62.66 | Yield: 0.23%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 412.50 | Previous Close: 4.20 | Adjusted PE: 63.04 | Yield: 0.25%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 415.00 | Previous Close: 4.70 | Adjusted PE: 63.43 | Yield: 0.28%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 417.50 | Previous Close: 5.26 | Adjusted PE: 63.81 | Yield: 0.31%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 417.50 | Previous Close: 8.80 | Adjusted PE: 63.81 | Yield: 0.23%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 420.00 | Previous Close: 5.85 | Adjusted PE: 64.19 | Yield: 0.35%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 420.00 | Previous Close: 9.40 | Adjusted PE: 64.19 | Yield: 0.25%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 422.50 | Previous Close: 6.50 | Adjusted PE: 64.57 | Yield: 0.38%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 422.50 | Previous Close: 10.17 | Adjusted PE: 64.57 | Yield: 0.27%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 422.50 | Previous Close: 13.95 | Adjusted PE: 64.57 | Yield: 0.24%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 425.00 | Previous Close: 7.25 | Adjusted PE: 64.95 | Yield: 0.43%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 425.00 | Previous Close: 10.98 | Adjusted PE: 64.95 | Yield: 0.29%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 425.00 | Previous Close: 14.96 | Adjusted PE: 64.95 | Yield: 0.25%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 427.50 | Previous Close: 8.04 | Adjusted PE: 65.34 | Yield: 0.47%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 427.50 | Previous Close: 11.97 | Adjusted PE: 65.34 | Yield: 0.31%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 427.50 | Previous Close: 15.90 | Adjusted PE: 65.34 | Yield: 0.27%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 430.00 | Previous Close: 8.85 | Adjusted PE: 65.72 | Yield: 0.51%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 430.00 | Previous Close: 12.80 | Adjusted PE: 65.72 | Yield: 0.33%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 430.00 | Previous Close: 16.90 | Adjusted PE: 65.72 | Yield: 0.28%
Underlying: TSLA | Expiration: 14-Nov-25 | Strike: 430.00 | Previous Close: 19.55 | Adjusted PE: 65.72 | Yield: 0.24%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 432.50 | Previous Close: 9.73 | Adjusted PE: 66.10 | Yield: 0.56%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 432.50 | Previous Close: 13.70 | Adjusted PE: 66.10 | Yield: 0.35%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 432.50 | Previous Close: 17.95 | Adjusted PE: 66.10 | Yield: 0.30%
Underlying: TSLA | Expiration: 21-Nov-25 | Strike: 432.50 | Previous Close: 25.35 | Adjusted PE: 66.10 | Yield: 0.24%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 435.00 | Previous Close: 10.70 | Adjusted PE: 66.48 | Yield: 0.61%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 435.00 | Previous Close: 14.77 | Adjusted PE: 66.48 | Yield: 0.38%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 435.00 | Previous Close: 19.00 | Adjusted PE: 66.48 | Yield: 0.31%
Underlying: TSLA | Expiration: 14-Nov-25 | Strike: 435.00 | Previous Close: 21.80 | Adjusted PE: 66.48 | Yield: 0.26%
Underlying: TSLA | Expiration: 21-Nov-25 | Strike: 435.00 | Previous Close: 24.55 | Adjusted PE: 66.48 | Yield: 0.24%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 437.50 | Previous Close: 11.70 | Adjusted PE: 66.86 | Yield: 0.67%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 437.50 | Previous Close: 15.75 | Adjusted PE: 66.86 | Yield: 0.40%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 437.50 | Previous Close: 20.04 | Adjusted PE: 66.86 | Yield: 0.33%
Underlying: TSLA | Expiration: 21-Nov-25 | Strike: 437.50 | Previous Close: 27.22 | Adjusted PE: 66.86 | Yield: 0.26%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 440.00 | Previous Close: 12.78 | Adjusted PE: 67.25 | Yield: 0.73%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 440.00 | Previous Close: 16.95 | Adjusted PE: 67.25 | Yield: 0.43%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 440.00 | Previous Close: 21.26 | Adjusted PE: 67.25 | Yield: 0.35%
Underlying: TSLA | Expiration: 14-Nov-25 | Strike: 440.00 | Previous Close: 23.94 | Adjusted PE: 67.25 | Yield: 0.29%
Underlying: TSLA | Expiration: 21-Nov-25 | Strike: 440.00 | Previous Close: 26.75 | Adjusted PE: 67.25 | Yield: 0.25%
Underlying: TSLA | Expiration: 28-Nov-25 | Strike: 440.00 | Previous Close: 28.95 | Adjusted PE: 67.25 | Yield: 0.24%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 442.50 | Previous Close: 13.85 | Adjusted PE: 67.63 | Yield: 0.78%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 442.50 | Previous Close: 18.21 | Adjusted PE: 67.63 | Yield: 0.46%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 442.50 | Previous Close: 22.55 | Adjusted PE: 67.63 | Yield: 0.36%
Underlying: TSLA | Expiration: 21-Nov-25 | Strike: 442.50 | Previous Close: 28.00 | Adjusted PE: 67.63 | Yield: 0.26%
Underlying: TSLA | Expiration: 24-Oct-25 | Strike: 445.00 | Previous Close: 15.10 | Adjusted PE: 68.01 | Yield: 0.85%
Underlying: TSLA | Expiration: 31-Oct-25 | Strike: 445.00 | Previous Close: 19.30 | Adjusted PE: 68.01 | Yield: 0.48%
Underlying: TSLA | Expiration: 07-Nov-25 | Strike: 445.00 | Previous Close: 23.77 | Adjusted PE: 68.01 | Yield: 0.38%
Underlying: TSLA | Expiration: 14-Nov-25 | Strike: 445.00 | Previous Close: 26.60 | Adjusted PE: 68.01 | Yield: 0.31%
Underlying: TSLA | Expiration: 21-Nov-25 | Strike: 445.00 | Previous Close: 29.33 | Adjusted PE: 68.01 | Yield: 0.28%
Underlying: TSLA | Expiration: 28-Nov-25 | Strike: 445.00 | Previous Close: 31.20 | Adjusted PE: 68.01 | Yield: 0.25%
These are tier 2 options:
Underlying: TSM | Expiration: 24-Oct-25 | Strike: 290.00 | Previous Close: 2.43 | Adjusted PE: 0.64 | Yield: 0.21%
Underlying: TSM | Expiration: 31-Oct-25 | Strike: 290.00 | Previous Close: 5.35 | Adjusted PE: 0.64 | Yield: 0.21%
Underlying: TSM | Expiration: 31-Oct-25 | Strike: 292.50 | Previous Close: 5.65 | Adjusted PE: 0.65 | Yield: 0.21%
Underlying: TSM | Expiration: 07-Nov-25 | Strike: 292.50 | Previous Close: 8.00 | Adjusted PE: 0.65 | Yield: 0.20%
Underlying: TSM | Expiration: 07-Nov-25 | Strike: 295.00 | Previous Close: 8.53 | Adjusted PE: 0.66 | Yield: 0.21%
Underlying: SMLR | Expiration: 21-Nov-25 | Strike: 20.00 | Previous Close: 0.95 | Adjusted PE: 3.49 | Yield: 0.20%
